"","x"
"449",2
"450",2
"451",2
"452",2
"453",2
"454",2
"455",2
"456",2
"457",2
"458",2
"459",2
"460",2
"461",2
"462",2
"463",1
"464",4
"465",1
"466",1
"467",1
"468",1
"469",1
"470",1
"471",2
"472",2
"473",2
"474",2
"475",2
"476",2
"477",2
"478",1
"479",4
"480",1
"481",1
"482",2
"483",1
"484",2
"485",2
"486",1
"487",1
"488",1
"489",1
"490",4
"491",4
"492",4
"493",4
"494",4
"495",4
"496",4
"497",4
"498",4
"499",4
"500",4
"501",4
"502",4
"503",4
"504",4
"505",4
"506",4
"507",4
"508",4
"509",4
"510",4
"511",4
"512",4
"513",4
"514",4
"515",4
"516",4
"517",4
"518",4
"519",1
"520",1
"521",2
"522",1
"523",1
"524",4
"525",4
"526",4
"527",4
"528",2
"529",1
"530",2
"531",2
"532",2
"533",2
"534",2
"535",2
"536",2
"537",2
"538",2
"539",2
"540",2
"541",2
"542",1
"543",2
"544",2
"545",1
"546",1
"547",2
"548",1
"549",1
"550",1
"551",1
"552",1
"553",1
"554",1
"555",1
"556",2
"557",2
"558",2
"559",2
"560",2
"561",2
"562",2
"563",2
"564",1
"565",1
"566",2
"567",1
"568",2
"569",2
"570",2
"571",2
"572",4
"573",4
"574",4
"575",4
"576",4
"577",4
"578",4
"579",4
"580",2
"581",2
"582",2
"583",2
"584",2
"585",2
"586",2
"587",2
"588",2
"589",2
"590",2
"591",1
"592",1
"593",2
"594",2
"595",2
"596",2
"597",2
"598",2
"599",2
"600",2
"601",2
"602",2
"603",2
"604",2
"605",2
"606",4
"607",4
"608",2
"609",2
"610",2
"611",2
"612",2
"613",2
"614",2
"615",1
"616",2
"617",1
"618",1
"619",2
"620",2
"621",4
"622",4
"623",4
"624",4
"625",4
"626",4
"627",4
"628",4
"629",1
"630",1
"631",1
"632",4
"633",4
"634",4
"635",4
"636",4
"637",4
"638",4
"639",4
"640",4
"641",2
"642",1
"643",2
"644",2
"645",2
"646",2
"647",2
"648",2
"649",2
"650",2
"651",2
"652",2
"653",2
"654",2
"655",2
"656",2
"657",2
"658",2
"659",1
"660",1
"661",2
"662",2
"663",2
"664",2
"665",2
"666",2
"667",2
"668",2
"669",1
"670",2
"671",2
"672",2
"673",2
"674",1
"675",1
"676",1
"677",2
"678",2
"679",2
"680",4
"681",4
"682",1
"683",1
"684",1
"685",1
"686",1
"687",2
"688",2
"689",2
"690",2
"691",1
"692",1
"693",1
"694",4
"695",4
"696",4
"697",4
"698",1
"699",2
"700",2
"701",1
"702",2
"703",2
"704",1
"705",1
"706",2
"707",2
"708",2
"709",2
"710",2
"711",2
"712",2
"713",2
"714",2
"715",2
"716",2
"717",2
"718",2
"719",1
"720",4
"721",4
"722",1
"723",2
"724",2
"725",3
"726",3
"727",3
"728",3
"729",3
"730",3
"731",3
"732",1
"733",1
"734",1
"735",2
"736",1
"737",2
"738",2
"739",2
"740",2
"741",2
"742",2
"743",1
"744",1
"745",1
"746",1
"747",2
"748",4
"749",2
"750",2
"751",4
"752",2
"753",1
"754",2
"755",1
"756",1
"757",2
"758",2
"759",2
"760",2
"761",2
"762",2
"763",2
"764",2
"765",2
"766",2
"767",2
"768",2
"769",2
"770",1
"771",1
"772",2
"773",2
"774",2
"775",2
"776",2
"777",2
"778",2
"779",2
"780",4
"781",2
"782",2
"783",2
"784",2
"785",2
"786",2
"787",2
"788",2
"789",2
"790",2
"791",1
"792",2
"793",2
"794",2
"795",2
"796",2
"797",2
"798",2
"799",2
"800",2
"801",2
"802",1
"803",1
"804",1
"805",2
"806",1
"807",1
"808",1
"809",1
"810",1
"811",1
"812",2
"813",2
"814",2
"815",1
"816",2
"817",4
"818",4
"819",2
"820",2
"821",2
"822",2
"823",2
"824",4
"825",1
"826",2
"827",2
"828",2
"829",1
"830",1
"831",1
"832",1
"833",1
"834",1
"835",1
"836",1
"837",1
"838",2
"839",2
"840",2
"841",2
"842",2
"843",2
"844",1
"845",1
"846",2
"847",2
"848",2
"849",2
"850",2
"851",1
"852",2
"853",2
"854",1
"855",1
"856",1
"857",2
"858",2
"859",2
"860",2
"861",2
"862",2
"863",1
"864",2
"865",2
"866",2
"867",1
"868",2
"869",2
"870",2
"871",2
"872",2
"873",2
"874",2
"875",2
"876",2
"877",2
"878",2
"879",2
"880",2
"881",2
"882",2
"883",2
"884",1
"885",2
"886",1
"887",1
"888",2
"889",2
"890",2
"891",2
"892",2
"893",2
"894",1
"895",2
"896",2
"897",2
"898",2
"899",2
"900",2
"901",1
"902",1
"903",1
"904",1
"905",2
"906",2
"907",2
"908",2
"909",2
"910",1
"911",1
"912",2
"913",2
"914",2
"915",2
"916",2
"917",2
"918",1
"919",1
"920",1
"921",4
"922",4
"923",4
"924",1
"925",2
"926",2
"927",2
"928",2
"929",2
"930",2
"931",2
"932",2
"933",2
"934",1
"935",1
"936",1
"937",1
"938",1
"939",1
"940",1
"941",2
"942",2
"943",1
"944",1
"945",1
"946",2
"947",2
"948",2
"949",2
"950",2
"951",2
"952",2
"953",2
"954",2
"955",1
"956",1
"957",1
"958",1
"959",2
"960",2
"961",2
"962",2
"963",2
"964",2
"965",1
"966",4
"967",4
"968",4
"969",2
"970",1
"971",1
"972",1
"973",1
"974",1
"975",2
"976",4
"977",4
"978",4
"979",4
"980",2
"981",2
"982",2
"983",1
"984",1
"985",1
"986",1
"987",2
"988",2
"989",2
"990",2
"991",2
"992",2
"993",2
"994",1
"995",2
"996",1
"997",1
"998",1
"999",1
"1000",1
"1001",1
"1002",1
"1003",1
"1004",2
"1005",2
"1006",2
"1007",1
"1008",1
"1009",1
"1010",1
"1011",2
"1012",2
"1013",2
"1014",2
"1015",2
"1016",2
"1017",1
"1018",1
"1019",2
"1020",2
"1021",1
"1022",1
"1023",2
"1024",2
"1025",2
"1026",2
"1027",2
"1028",2
"1029",1
"1030",2
"1031",2
"1032",4
"1033",2
"1034",1
"1035",2
"1036",2
"1037",2
"1038",2
"1039",2
"1040",2
"1041",2
"1042",2
"1043",2
"1044",2
"1045",2
"1046",2
"1047",2
"1048",2
"1049",2
"1050",2
"1051",2
"1052",1
"1053",1
"1054",2
"1055",2
"1056",2
"1057",2
"1058",2
"1059",2
"1060",2
"1061",2
"1062",2
"1063",2
"1064",2
"1065",2
"1066",2
"1067",1
"1068",1
"1069",1
"1070",2
"1071",2
"1072",4
"1073",4
"1074",4
"1075",1
"1076",1
"1077",1
"1078",1
"1079",1
"1080",1
"1081",1
"1082",1
"1083",1
"1084",2
"1085",2
"1086",2
"1087",1
"1088",1
"1089",2
"1090",2
"1091",2
"1092",2
"1093",2
"1094",2
"1095",2
"1096",2
"1097",2
"1098",2
"1099",2
"1100",2
"1101",2
"1102",2
"1103",2
"1104",2
"1105",2
"1106",2
"1107",2
"1108",2
"1109",2
"1110",1
"1111",1
"1112",1
"1113",2
"1114",1
"1115",1
"1116",1
"1117",2
"1118",2
"1119",2
"1120",2
"1121",2
"1122",2
"1123",2
"1124",2
"1125",1
"1126",2
"1127",1
"1128",1
"1129",2
"1130",2
"1131",2
"1132",2
"1133",2
"1134",1
"1135",2
"1136",2
"1137",2
"1138",2
"1139",2
"1140",1
"1141",4
"1142",4
"1143",4
"1144",4
"1145",2
"1146",2
"1147",1
"1148",1
"1149",2
"1150",1
"1151",1
"1152",1
"1153",1
"1154",1
"1155",1
"1156",1
"1157",1
"1158",1
"1159",1
"1160",1
"1161",1
"1162",1
"1163",1
"1164",1
"1165",1
"1166",1
"1167",2
"1168",2
"1169",1
"1170",1
"1171",2
"1172",2
"1173",2
"1174",2
"1175",2
"1176",2
"1177",2
"1178",1
"1179",4
"1180",4
"1181",2
"1182",2
"1183",2
"1184",2
"1185",1
"1186",1
"1187",4
"1188",4
"1189",2
"1190",2
"1191",2
"1192",2
"1193",1
"1194",1
"1195",1
"1196",1
"1197",1
"1198",1
"1199",1
"1200",2
"1201",2
"1202",1
"1203",2
"1204",2
"1205",4
"1206",4
"1207",2
"1208",4
"1209",4
"1210",1
"1211",1
"1212",1
"1213",1
"1214",2
"1215",2
"1216",2
"1217",2
"1218",1
"1219",2
"1220",2
"1221",2
"1222",2
"1223",1
"1224",1
"1225",1
"1226",1
"1227",1
"1228",1
"1229",1
"1230",2
"1231",1
"1232",1
"1233",3
"1234",3
"1235",3
"1236",3
"1237",3
"1238",3
"1239",3
"1240",3
"1241",3
"1242",3
"1243",3
"1244",3
"1245",3
"1246",3
"1247",3
"1248",3
"1249",2
"1250",2
"1251",2
"1252",2
"1253",2
"1254",2
"1255",2
"1256",2
"1257",2
"1258",2
"1259",2
"1260",2
"1261",2
"1262",2
"1263",2
"1264",2
"1265",2
"1266",4
"1267",4
"1268",1
"1269",2
"1270",2
"1271",2
"1272",1
"1273",1
"1274",1
"1275",1
"1276",1
"1277",1
"1278",1
"1279",1
"1280",2
"1281",2
"1282",2
"1283",2
"1284",2
"1285",2
"1286",2
"1287",2
"1288",1
"1289",1
"1290",1
"1291",1
"1292",2
"1293",2
"1294",2
"1295",2
"1296",2
"1297",2
"1298",2
"1299",2
"1300",2
"1301",2
"1302",2
"1303",2
"1304",2
"1305",2
"1306",2
"1307",2
"1308",2
"1309",2
"1310",2
"1311",2
"1312",2
"1313",2
"1314",2
"1315",2
"1316",2
"1317",2
"1318",2
"1319",2
"1320",2
"1321",2
"1322",2
"1323",2
"1324",2
"1325",2
"1326",2
"1327",2
"1328",2
"1329",2
"1330",2
"1331",2
"1332",2
"1333",2
"1334",2
"1335",2
"1336",2
"1337",2
"1338",1
"1339",1
"1340",2
"1341",1
"1342",1
"1343",2
"1344",2
"1345",2
"1346",1
"1347",1
"1348",1
"1349",1
"1350",1
"1351",1
"1352",1
"1353",1
"1354",1
"1355",1
"1356",1
"1357",1
"1358",2
"1359",2
"1360",2
"1361",2
"1362",2
"1363",2
"1364",2
"1365",2
"1366",2
"1367",2
"1368",2
"1369",2
"1370",2
"1371",1
"1372",2
"1373",2
"1374",1
"1375",1
"1376",1
"1377",1
"1378",1
"1379",2
"1380",2
"1381",1
"1382",1
"1383",2
"1384",2
"1385",2
"1386",1
"1387",1
"1388",1
"1389",2
"1390",2
"1391",2
"1392",2
"1393",2
"1394",2
"1395",2
"1396",2
"1397",2
"1398",2
"1399",2
"1400",2
"1401",2
"1402",2
"1403",2
"1404",2
"1405",2
"1406",2
"1407",2
"1408",2
"1409",2
"1410",2
"1411",2
"1412",2
"1413",2
"1414",2
"1415",2
"1416",2
"1417",2
"1418",2
"1419",2
"1420",2
"1421",2
"1422",2
"1423",2
"1424",2
"1425",2
"1426",2
"1427",2
"1428",2
"1429",2
"1430",1
"1431",1
"1432",2
"1433",2
"1434",2
"1435",2
"1436",2
"1437",2
"1438",4
"1439",2
"1440",4
"1441",2
"1442",2
"1443",2
"1444",2
"1445",1
"1446",4
"1447",4
"1448",2
"1449",2
"1450",2
"1451",2
"1452",2
"1453",1
"1454",2
"1455",2
"1456",2
"1457",2
"1458",2
"1459",4
"1460",4
"1461",4
"1462",4
"1463",2
"1464",1
"1465",2
"1466",2
"1467",2
"1468",2
"1469",2
"1470",2
"1471",2
"1472",2
"1473",1
"1474",1
"1475",1
"1476",1
"1477",1
"1478",1
"1479",1
"1480",1
"1481",1
"1482",1
"1483",1
"1484",1
"1485",1
"1486",1
"1487",1
"1488",1
"1489",2
"1490",2
"1491",1
"1492",1
"1493",4
"1494",4
"1495",4
"1496",2
"1497",2
"1498",2
"1499",2
"1500",1
"1501",1
"1502",2
"1503",2
"1504",2
"1505",2
"1506",2
"1507",2
"1508",4
"1509",2
"1510",2
"1511",2
"1512",2
"1513",1
"1514",2
"1515",1
"1516",1
"1517",2
"1518",2
"1519",2
"1520",2
"1521",2
"1522",2
"1523",2
"1524",2
"1525",2
"1526",1
"1527",1
"1528",1
"1529",2
"1530",2
"1531",2
"1532",2
"1533",2
"1534",2
"1535",2
"1536",1
"1537",1
"1538",1
"1539",1
"1540",1
"1541",1
"1542",1
"1543",2
"1544",2
"1545",2
"1546",2
"1547",2
"1548",2
"1549",2
"1550",2
"1551",2
"1552",2
"1553",2
"1554",2
"1555",2
"1556",2
"1557",2
"1558",2
"1559",2
"1560",2
"1561",2
"1562",2
"1563",2
"1564",2
"1565",2
"1566",1
"1567",2
"1568",2
"1569",1
"1570",2
"1571",2
"1572",2
"1573",2
"1574",2
"1575",2
"1576",1
"1577",1
"1578",1
"1579",1
"1580",1
"1581",1
"1582",1
"1583",1
"1584",1
"1585",1
"1586",1
"1587",1
"1588",1
"1589",1
"1590",1
"1591",1
"1592",1
"1593",1
"1594",1
"1595",2
"1596",2
"1597",2
"1598",2
"1599",1
"1600",1
"1601",2
"1602",2
"1603",2
"1604",1
"1605",1
"1606",1
"1607",1
"1608",2
"1609",2
"1610",2
"1611",2
"1612",2
"1613",2
"1614",2
"1615",2
"1616",2
"1617",2
"1618",1
"1619",2
"1620",2
"1621",1
"1622",1
"1623",1
"1624",1
"1625",1
"1626",1
"1627",1
"1628",1
"1629",1
"1630",1
"1631",1
"1632",1
"1633",1
"1634",4
"1635",2
"1636",2
"1637",2
"1638",2
"1639",2
"1640",2
"1641",2
"1642",2
"1643",2
"1644",2
"1645",1
"1646",2
"1647",2
"1648",2
"1649",2
"1650",2
"1651",2
"1652",1
"1653",2
"1654",2
"1655",2
"1656",2
"1657",2
"1658",2
"1659",1
"1660",2
"1661",2
"1662",4
"1663",4
"1664",2
"1665",2
"1666",1
"1667",1
"1668",2
"1669",2
"1670",2
"1671",2
"1672",2
"1673",2
"1674",2
"1675",2
"1676",2
"1677",2
"1678",2
"1679",2
"1680",1
"1681",1
"1682",1
"1683",2
"1684",2
"1685",1
"1686",1
"1687",1
"1688",1
"1689",1
"1690",2
"1691",1
"1692",2
"1693",2
"1694",2
"1695",2
"1696",2
"1697",2
"1698",1
"1699",1
"1700",1
"1701",2
"1702",2
"1703",2
"1704",2
"1705",2
"1706",2
"1707",2
"1708",2
"1709",2
"1710",2
"1711",1
"1712",1
"1713",1
"1714",1
"1715",1
"1716",1
"1717",1
"1718",1
"1719",1
"1720",1
"1721",1
"1722",1
"1723",1
"1724",1
"1725",1
"1726",1
"1727",1
"1728",1
"1729",1
"1730",1
"1731",1
"1732",1
"1733",2
"1734",2
"1735",2
"1736",2
"1737",2
"1738",2
"1739",2
"1740",2
"1741",2
"1742",2
"1743",2
"1744",2
"1745",2
"1746",2
"1747",2
"1748",2
"1749",2
"1750",2
"1751",2
"1752",2
"1753",2
"1754",2
"1755",2
"1756",2
"1757",2
"1758",2
"1759",1
"1760",2
"1761",2
"1762",2
"1763",2
"1764",2
"1765",2
"1766",2
"1767",2
"1768",2
"1769",2
"1770",2
"1771",2
"1772",2
"1773",2
"1774",2
"1775",2
"1776",2
"1777",2
"1778",2
"1779",2
"1780",1
"1781",1
"1782",1
"1783",1
"1784",1
"1785",1
"1786",2
"1787",2
"1788",2
"1789",4
"1790",4
"1791",2
"1792",2
"1793",2
"1794",2
"1795",4
"1796",2
"1797",1
"1798",1
"1799",2
"1800",2
"1801",1
"1802",1
"1803",1
"1804",1
"1805",1
"1806",1
"1807",1
"1808",1
"1809",2
"1810",2
"1811",1
"1812",4
"1813",4
"1814",2
"1815",2
"1816",2
"1817",2
"1818",2
"1819",2
"1820",2
"1821",2
"1822",2
"1823",2
"1824",2
"1825",2
"1826",4
"1827",4
"1828",4
"1829",4
"1830",2
"1831",2
"1832",2
"1833",2
"1834",2
"1835",2
"1836",2
"1837",2
"1838",2
"1839",2
"1840",3
"1841",3
"1842",3
"1843",3
"1844",3
"1845",3
"1846",3
"1847",3
"1848",3
"1849",2
"1850",1
"1851",1
"1852",1
"1853",1
"1854",2
"1855",2
"1856",2
"1857",2
"1858",2
"1859",1
"1860",2
"1861",2
"1862",2
"1863",1
"1864",1
"1865",2
"1866",1
"1867",2
"1868",2
"1869",2
"1870",2
"1871",2
"1872",2
"1873",2
"1874",2
"1875",2
"1876",2
"1877",2
"1878",1
"1879",2
"1880",2
"1881",2
"1882",2
"1883",2
"1884",2
"1885",2
"1886",1
"1887",4
"1888",4
"1889",2
"1890",2
"1891",1
"1892",4
"1893",1
"1894",2
"1895",2
"1896",2
"1897",2
"1898",2
"1899",2
"1900",2
"1901",1
"1902",1
"1903",1
"1904",1
"1905",1
"1906",1
"1907",1
"1908",1
"1909",1
"1910",1
"1911",2
"1912",1
"1913",1
"1914",1
"1915",1
"1916",1
"1917",1
"1918",1
"1919",1
"1920",1
"1921",1
"1922",1
"1923",1
"1924",2
"1925",4
"1926",1
"1927",2
"1928",2
"1929",2
"1930",1
"1931",1
"1932",1
"1933",2
"1934",2
"1935",1
"1936",1
"1937",1
"1938",1
"1939",1
"1940",2
"1941",2
"1942",1
"1943",1
"1944",1
"1945",2
"1946",2
"1947",1
"1948",1
"1949",1
"1950",2
"1951",2
"1952",2
"1953",2
"1954",2
"1955",1
"1956",2
"1957",2
"1958",2
"1959",2
"1960",2
"1961",2
"1962",2
"1963",2
"1964",2
"1965",1
"1966",1
"1967",2
"1968",2
"1969",2
"1970",2
"1971",2
"1972",2
"1973",2
"1974",1
"1975",1
"1976",1
"1977",2
"1978",2
"1979",1
"1980",1
"1981",1
"1982",1
"1983",2
"1984",2
"1985",2
"1986",1
"1987",1
"1988",1
"1989",4
"1990",4
"1991",4
"1992",3
"1993",3
"1994",3
"1995",3
"1996",3
"1997",3
"1998",3
"1999",3
"2000",2
"2001",2
"2002",2
"2003",2
"2004",2
"2005",2
"2006",2
"2007",2
"2008",2
"2009",2
"2010",2
"2011",2
"2012",2
"2013",2
"2014",2
"2015",2
"2016",2
"2017",1
"2018",1
"2019",2
"2020",2
"2021",1
"2022",2
"2023",2
"2024",2
"2025",2
"2026",2
"2027",2
"2028",2
"2029",1
"2030",1
"2031",2
"2032",2
"2033",2
"2034",2
"2035",2
"2036",2
"2037",2
"2038",2
"2039",2
"2040",1
"2041",4
"2042",4
"2043",4
"2044",4
"2045",2
"2046",2
"2047",2
"2048",2
"2049",2
"2050",1
"2051",4
"2052",4
"2053",4
"2054",4
"2055",1
"2056",1
"2057",1
"2058",1
"2059",4
"2060",4
"2061",2
"2062",2
"2063",2
"2064",2
"2065",1
"2066",1
"2067",1
"2068",1
"2069",1
"2070",1
"2071",1
"2072",2
"2073",2
"2074",2
"2075",1
"2076",2
"2077",2
"2078",2
"2079",1
"2080",1
"2081",1
"2082",1
"2083",1
"2084",2
"2085",1
"2086",2
"2087",2
"2088",2
"2089",2
"2090",2
"2091",2
"2092",2
"2093",2
"2094",2
"2095",2
"2096",2
"2097",2
"2098",2
"2099",2
"2100",2
"2101",2
"2102",2
"2103",2
"2104",2
"2105",2
"2106",2
"2107",2
"2108",2
"2109",2
"2110",2
"2111",2
"2112",2
"2113",2
"2114",2
"2115",2
"2116",2
"2117",2
"2118",2
"2119",2
"2120",1
"2121",2
"2122",2
"2123",1
"2124",2
"2125",1
"2126",2
"2127",2
"2128",2
"2129",4
"2130",2
"2131",2
"2132",1
"2133",1
"2134",1
"2135",2
"2136",2
"2137",2
"2138",2
"2139",2
"2140",1
"2141",1
"2142",1
"2143",1
"2144",2
"2145",2
"2146",2
"2147",2
"2148",2
"2149",2
"2150",1
"2151",1
"2152",1
"2153",2
"2154",2
"2155",2
"2156",2
"2157",2
"2158",2
"2159",2
"2160",2
"2161",2
"2162",2
"2163",2
"2164",2
"2165",2
"2166",2
"2167",2
"2168",2
"2169",2
"2170",2
"2171",2
"2172",2
"2173",2
"2174",2
"2175",2
"2176",2
"2177",2
"2178",2
"2179",2
"2180",2
"2181",2
"2182",2
"2183",2
"2184",2
"2185",2
"2186",2
"2187",2
"2188",2
"2189",2
"2190",2
"2191",2
"2192",2
"2193",1
"2194",1
"2195",1
"2196",2
"2197",1
"2198",1
"2199",1
"2200",2
"2201",1
"2202",1
"2203",1
"2204",1
"2205",1
"2206",1
"2207",2
"2208",2
"2209",2
"2210",2
"2211",1
"2212",1
"2213",1
"2214",1
"2215",1
"2216",1
"2217",1
"2218",1
"2219",1
"2220",1
"2221",2
"2222",2
"2223",2
"2224",4
"2225",4
"2226",2
"2227",2
"2228",2
"2229",2
"2230",2
"2231",2
"2232",2
"2233",2
"2234",2
"2235",2
"2236",2
"2237",2
"2238",2
"2239",1
"2240",2
"2241",2
"2242",2
"2243",2
"2244",1
"2245",1
"2246",1
"2247",1
"2248",1
"2249",2
"2250",2
"2251",2
"2252",2
"2253",1
"2254",2
"2255",2
"2256",2
"2257",2
"2258",2
"2259",2
"2260",2
"2261",1
"2262",2
"2263",1
"2264",2
"2265",2
"2266",2
"2267",2
"2268",1
"2269",1
"2270",2
"2271",2
"2272",2
"2273",2
"2274",2
"2275",1
"2276",2
"2277",2
"2278",1
"2279",1
"2280",1
"2281",2
"2282",2
"2283",2
"2284",2
"2285",2
"2286",1
"2287",2
"2288",1
"2289",1
"2290",1
"2291",2
"2292",1
"2293",1
"2294",1
"2295",1
"2296",1
"2297",1
"2298",1
"2299",2
"2300",2
"2301",2
"2302",2
"2303",2
"2304",2
"2305",2
"2306",2
"2307",2
"2308",2
"2309",3
"2310",3
"2311",3
"2312",3
"2313",3
"2314",3
"2315",3
"2316",3
"2317",3
"2318",2
"2319",2
"2320",1
"2321",2
"2322",2
"2323",2
"2324",2
"2325",2
"2326",2
"2327",2
"2328",2
"2329",2
"2330",2
"2331",2
"2332",2
"2333",2
"2334",2
"2335",1
"2336",1
"2337",2
"2338",2
"2339",2
"2340",2
"2341",2
"2342",2
"2343",2
"2344",2
"2345",2
"2346",2
"2347",2
"2348",1
"2349",2
"2350",2
"2351",2
"2352",1
"2353",2
"2354",2
"2355",2
"2356",2
"2357",2
"2358",2
"2359",2
"2360",4
"2361",4
"2362",4
"2363",4
"2364",4
"2365",4
"2366",4
"2367",4
"2368",4
"2369",4
"2370",4
"2371",4
"2372",4
"2373",4
"2374",4
"2375",4
"2376",4
"2377",4
"2378",4
"2379",4
"2380",4
"2381",4
"2382",4
"2383",4
"2384",4
"2385",4
"2386",4
"2387",4
"2388",4
"2389",4
"2390",4
"2391",4
"2392",4
"2393",4
"2394",4
"2395",4
"2396",4
"2397",4
"2398",4
"2399",4
"2400",4
"2401",4
"2402",4
"2403",4
"2404",4
"2405",4
"2406",4
"2407",4
"2408",4
"2409",4
"2410",4
"2411",4
"2412",4
"2413",4
"2414",4
"2415",4
"2416",4
"2417",4
"2418",4
"2419",4
"2420",4
"2421",4
"2422",4
"2423",4
"2424",4
"2425",4
"2426",4
"2427",4
"2428",4
"2429",4
"2430",4
"2431",4
"2432",4
"2433",4
"2434",4
"2435",4
"2436",4
"2437",4
"2438",4
"2439",4
"2440",4
"2441",4
"2442",4
"2443",4
"2444",4
"2445",4
"2446",4
"2447",4
"2448",4
"2449",4
"2450",4
"2451",4
"2452",4
"2453",4
"2454",4
"2455",4
"2456",4
"2457",4
"2458",4
"2459",4
"2460",4
"2461",4
"2462",1
"2463",1
"2464",1
"2465",2
"2466",2
"2467",1
"2468",1
"2469",2
"2470",2
"2471",2
"2472",2
"2473",2
"2474",2
"2475",2
"2476",2
"2477",2
"2478",2
"2479",2
"2480",2
"2481",2
"2482",2
"2483",2
"2484",2
"2485",2
"2486",2
"2487",1
"2488",2
"2489",2
"2490",1
"2491",1
"2492",2
"2493",2
"2494",2
"2495",2
"2496",2
"2497",2
"2498",2
